grower_id,segment_id
GRW_00999,SEG_0010
GRW_01000,SEG_0017
GRW_01001,SEG_0011
GRW_01002,SEG_0012
GRW_01003,SEG_0026
GRW_01004,SEG_0012
GRW_01005,SEG_0045
GRW_01006,SEG_0012
GRW_01007,SEG_0012
GRW_01008,SEG_0050
GRW_01009,SEG_0030
GRW_01010,SEG_0033
GRW_01011,SEG_0035
GRW_01012,SEG_0000
GRW_01013,SEG_0048
GRW_01014,SEG_0010
GRW_01015,SEG_0036
GRW_01016,SEG_0012
GRW_01017,SEG_0024
GRW_01018,SEG_0013
GRW_01019,SEG_0008
GRW_01020,SEG_0012
GRW_01021,SEG_0012
GRW_01022,SEG_0001
GRW_01023,SEG_0036
GRW_01024,SEG_0012
GRW_01025,SEG_0048
GRW_01026,SEG_0049
GRW_01027,SEG_0012
GRW_01028,SEG_0050
GRW_01029,SEG_0045
GRW_01030,SEG_0045
GRW_01031,SEG_0012
GRW_01032,SEG_0012
GRW_01033,SEG_0015
GRW_01034,SEG_0012
GRW_01035,SEG_0003
GRW_01036,SEG_0023
GRW_01037,SEG_0016
GRW_01038,SEG_0009
GRW_01039,SEG_0047
GRW_01040,SEG_0016
GRW_01041,SEG_0045
GRW_01042,SEG_0012
GRW_01043,SEG_0009
GRW_01044,SEG_0049
GRW_01045,SEG_0028
GRW_01046,SEG_0041
GRW_01047,SEG_0001
GRW_01048,SEG_0034
GRW_01049,SEG_0012
GRW_01050,SEG_0015
GRW_01051,SEG_0022
GRW_01052,SEG_0020
GRW_01053,SEG_0030
GRW_01054,SEG_0036
GRW_01055,SEG_0029
GRW_01056,SEG_0011
GRW_01057,SEG_0008
GRW_01058,SEG_0012
GRW_01059,SEG_0040
GRW_01060,SEG_0051
GRW_01061,SEG_0000
GRW_01062,SEG_0012
GRW_01063,SEG_0011
GRW_01064,SEG_0015
GRW_01065,SEG_0012
GRW_01066,SEG_0000
GRW_01067,SEG_0015
GRW_01068,SEG_0037
GRW_01069,SEG_0033
GRW_01070,SEG_0038
GRW_01071,SEG_0000
GRW_01072,SEG_0007
GRW_01073,SEG_0012
GRW_01074,SEG_0009
GRW_01075,SEG_0018
GRW_01076,SEG_0031
GRW_01077,SEG_0009
GRW_01078,SEG_0012
GRW_01079,SEG_0002
GRW_01080,SEG_0012
GRW_01081,SEG_0043
GRW_01082,SEG_0012
GRW_01083,SEG_0023
GRW_01084,SEG_0009
GRW_01085,SEG_0001
GRW_01086,SEG_0012
GRW_01087,SEG_0021
GRW_01088,SEG_0048
GRW_01089,SEG_0022
GRW_01090,SEG_0012
GRW_01091,SEG_0009
GRW_01092,SEG_0005
GRW_01093,SEG_0021
GRW_01094,SEG_0050
GRW_01095,SEG_0012
GRW_01096,SEG_0027
GRW_01097,SEG_0029
GRW_01098,SEG_0008
GRW_01099,SEG_0008
GRW_01100,SEG_0015
GRW_01101,SEG_0009
GRW_01102,SEG_0003
GRW_01103,SEG_0003
GRW_01104,SEG_0019
GRW_01105,SEG_0050
GRW_01106,SEG_0035
GRW_01107,SEG_0031
GRW_01108,SEG_0012
GRW_01109,SEG_0012
GRW_01110,SEG_0004
GRW_01111,SEG_0008
GRW_01112,SEG_0036
GRW_01113,SEG_0012
GRW_01114,SEG_0012
GRW_01115,SEG_0012
GRW_01116,SEG_0035
GRW_01117,SEG_0007
GRW_01118,SEG_0002
GRW_01119,SEG_0007
GRW_01120,SEG_0029
GRW_01121,SEG_0000
GRW_01122,SEG_0026
GRW_01123,SEG_0019
GRW_01124,SEG_0001
GRW_01125,SEG_0012
GRW_01126,SEG_0008
GRW_01127,SEG_0003
GRW_01128,SEG_0012
GRW_01129,SEG_0002
GRW_01130,SEG_0037
GRW_01131,SEG_0030
GRW_01132,SEG_0009
GRW_01133,SEG_0012
GRW_01134,SEG_0046
GRW_01135,SEG_0000
GRW_01136,SEG_0016
GRW_01137,SEG_0004
GRW_01138,SEG_0029
GRW_01139,SEG_0035
GRW_01140,SEG_0003
GRW_01141,SEG_0000
GRW_01142,SEG_0009
GRW_01143,SEG_0031
GRW_01144,SEG_0012
GRW_01145,SEG_0026
GRW_01146,SEG_0002
GRW_01147,SEG_0044
GRW_01148,SEG_0051
GRW_01149,SEG_0033
GRW_01150,SEG_0026
GRW_01151,SEG_0010
GRW_01152,SEG_0015
GRW_01153,SEG_0024
GRW_01154,SEG_0003
GRW_01155,SEG_0008
GRW_01156,SEG_0009
GRW_01157,SEG_0012
GRW_01158,SEG_0036
GRW_01159,SEG_0030
GRW_01160,SEG_0000
GRW_01161,SEG_0012
GRW_01162,SEG_0000
GRW_01163,SEG_0026
GRW_01164,SEG_0019
GRW_01165,SEG_0012
GRW_01166,SEG_0012
GRW_01167,SEG_0042
GRW_01168,SEG_0039
GRW_01169,SEG_0022
GRW_01170,SEG_0003
GRW_01171,SEG_0039
GRW_01172,SEG_0018
GRW_01173,SEG_0002
GRW_01174,SEG_0002
GRW_01175,SEG_0003
GRW_01176,SEG_0002
GRW_01177,SEG_0000
GRW_01178,SEG_0005
GRW_01179,SEG_0009
GRW_01180,SEG_0010
GRW_01181,SEG_0015
GRW_01182,SEG_0032
GRW_01183,SEG_0032
GRW_01184,SEG_0012
GRW_01185,SEG_0009
GRW_01186,SEG_0012
GRW_01187,SEG_0048
GRW_01188,SEG_0009
GRW_01189,SEG_0003
GRW_01190,SEG_0009
GRW_01191,SEG_0024
GRW_01192,SEG_0017
GRW_01193,SEG_0013
GRW_01194,SEG_0020
GRW_01195,SEG_0012
GRW_01196,SEG_0051
GRW_01197,SEG_0009
GRW_01198,SEG_0009
GRW_01199,SEG_0051
GRW_01200,SEG_0019
GRW_01201,SEG_0041
GRW_01202,SEG_0035
GRW_01203,SEG_0031
GRW_01204,SEG_0039
GRW_01205,SEG_0023
GRW_01206,SEG_0045
GRW_01207,SEG_0009
GRW_01208,SEG_0026
GRW_01209,SEG_0012
GRW_01210,SEG_0039
GRW_01211,SEG_0013
GRW_01212,SEG_0045
GRW_01213,SEG_0012
GRW_01214,SEG_0021
GRW_01215,SEG_0006
GRW_01216,SEG_0034
GRW_01217,SEG_0012
GRW_01218,SEG_0005
GRW_01219,SEG_0041
GRW_01220,SEG_0009
GRW_01221,SEG_0032
GRW_01222,SEG_0016
GRW_01223,SEG_0012
GRW_01224,SEG_0005
GRW_01225,SEG_0015
GRW_01226,SEG_0040
GRW_01227,SEG_0012
GRW_01228,SEG_0034
GRW_01229,SEG_0032
GRW_01230,SEG_0031
GRW_01231,SEG_0005
GRW_01232,SEG_0001
GRW_01233,SEG_0014
GRW_01234,SEG_0002
GRW_01235,SEG_0014
GRW_01236,SEG_0046
GRW_01237,SEG_0009
GRW_01238,SEG_0012
GRW_01239,SEG_0026
GRW_01240,SEG_0019
GRW_01241,SEG_0012
GRW_01242,SEG_0051
GRW_01243,SEG_0051
GRW_01244,SEG_0029
GRW_01245,SEG_0007
GRW_01246,SEG_0014
GRW_01247,SEG_0000
GRW_01248,SEG_0009
GRW_01249,SEG_0036
GRW_01250,SEG_0034
GRW_01251,SEG_0048
GRW_01252,SEG_0015
GRW_01253,SEG_0009
GRW_01254,SEG_0005
GRW_01255,SEG_0030
GRW_01256,SEG_0001
GRW_01257,SEG_0012
GRW_01258,SEG_0015
GRW_01259,SEG_0015
GRW_01260,SEG_0014
GRW_01261,SEG_0025
GRW_01262,SEG_0043
GRW_01263,SEG_0000
GRW_01264,SEG_0014
GRW_01265,SEG_0028
GRW_01266,SEG_0026
GRW_01267,SEG_0050
GRW_01268,SEG_0042
GRW_01269,SEG_0012
GRW_01270,SEG_0009
GRW_01271,SEG_0031
GRW_01272,SEG_0002
GRW_01273,SEG_0042
GRW_01274,SEG_0024
GRW_01275,SEG_0038
GRW_01276,SEG_0039
GRW_01277,SEG_0024
GRW_01278,SEG_0017
GRW_01279,SEG_0001
GRW_01280,SEG_0004
GRW_01281,SEG_0002
GRW_01282,SEG_0019
GRW_01283,SEG_0043
GRW_01284,SEG_0024
GRW_01285,SEG_0029
GRW_01286,SEG_0019
GRW_01287,SEG_0015
GRW_01288,SEG_0020
GRW_01289,SEG_0009
GRW_01290,SEG_0033
GRW_01291,SEG_0009
GRW_01292,SEG_0000
GRW_01293,SEG_0012
GRW_01294,SEG_0000
GRW_01295,SEG_0032
GRW_01296,SEG_0027
GRW_01297,SEG_0012
GRW_01298,SEG_0047
GRW_01299,SEG_0032
GRW_01300,SEG_0012
GRW_01301,SEG_0006
GRW_01302,SEG_0009
GRW_01303,SEG_0009
GRW_01304,SEG_0012
GRW_01305,SEG_0012
GRW_01306,SEG_0010
GRW_01307,SEG_0031
GRW_01308,SEG_0020
GRW_01309,SEG_0009
GRW_01310,SEG_0012
GRW_01311,SEG_0045
GRW_01312,SEG_0027
GRW_01313,SEG_0012
GRW_01314,SEG_0000
GRW_01315,SEG_0031
GRW_01316,SEG_0051
GRW_01317,SEG_0012
GRW_01318,SEG_0004
GRW_01319,SEG_0014
GRW_01320,SEG_0047
GRW_01321,SEG_0009
GRW_01322,SEG_0011
GRW_01323,SEG_0039
GRW_01324,SEG_0012
GRW_01325,SEG_0002
GRW_01326,SEG_0009
GRW_01327,SEG_0009
GRW_01328,SEG_0032
GRW_01329,SEG_0026
GRW_01330,SEG_0016
GRW_01331,SEG_0000
GRW_01332,SEG_0001
GRW_01333,SEG_0043
GRW_01334,SEG_0010
GRW_01335,SEG_0039
GRW_01336,SEG_0000
GRW_01337,SEG_0003
GRW_01338,SEG_0009
GRW_01339,SEG_0012
GRW_01340,SEG_0034
GRW_01341,SEG_0047
GRW_01342,SEG_0019
GRW_01343,SEG_0009
GRW_01344,SEG_0013
GRW_01345,SEG_0012
GRW_01346,SEG_0026
GRW_01347,SEG_0043
GRW_01348,SEG_0010
GRW_01349,SEG_0010
GRW_01350,SEG_0037
GRW_01351,SEG_0002
GRW_01352,SEG_0021
GRW_01353,SEG_0020
GRW_01354,SEG_0049
GRW_01355,SEG_0008
GRW_01356,SEG_0042
GRW_01357,SEG_0025
GRW_01358,SEG_0012
GRW_01359,SEG_0047
GRW_01360,SEG_0040
GRW_01361,SEG_0009
GRW_01362,SEG_0009
GRW_01363,SEG_0007
GRW_01364,SEG_0012
GRW_01365,SEG_0003
GRW_01366,SEG_0024
GRW_01367,SEG_0024
GRW_01368,SEG_0000
GRW_01369,SEG_0002
GRW_01370,SEG_0026
GRW_01371,SEG_0012
GRW_01372,SEG_0004
GRW_01373,SEG_0028
GRW_01374,SEG_0030
GRW_01375,SEG_0015
GRW_01376,SEG_0026
GRW_01377,SEG_0017
GRW_01378,SEG_0012
GRW_01379,SEG_0010
GRW_01380,SEG_0047
GRW_01381,SEG_0001
GRW_01382,SEG_0043
GRW_01383,SEG_0002
GRW_01384,SEG_0038
GRW_01385,SEG_0020
GRW_01386,SEG_0029
GRW_01387,SEG_0035
GRW_01388,SEG_0034
GRW_01389,SEG_0009
GRW_01390,SEG_0015
GRW_01391,SEG_0015
GRW_01392,SEG_0012
GRW_01393,SEG_0030
GRW_01394,SEG_0039
GRW_01395,SEG_0012
GRW_01396,SEG_0037
GRW_01397,SEG_0024
GRW_01398,SEG_0002
GRW_01399,SEG_0002
GRW_01400,SEG_0042
GRW_01401,SEG_0000
GRW_01402,SEG_0043
GRW_01403,SEG_0012
GRW_01404,SEG_0005
GRW_01405,SEG_0043
GRW_01406,SEG_0031
GRW_01407,SEG_0017
GRW_01408,SEG_0036
GRW_01409,SEG_0031
GRW_01410,SEG_0001
GRW_01411,SEG_0050
GRW_01412,SEG_0019
GRW_01413,SEG_0024
GRW_01414,SEG_0012
GRW_01415,SEG_0001
GRW_01416,SEG_0029
GRW_01417,SEG_0018
GRW_01418,SEG_0037
GRW_01419,SEG_0018
GRW_01420,SEG_0009
GRW_01421,SEG_0003
GRW_01422,SEG_0045
GRW_01423,SEG_0021
GRW_01424,SEG_0009
GRW_01425,SEG_0025
GRW_01426,SEG_0029
GRW_01427,SEG_0003
GRW_01428,SEG_0000
GRW_01429,SEG_0011
GRW_01430,SEG_0040
GRW_01431,SEG_0012
GRW_01432,SEG_0014
GRW_01433,SEG_0007
GRW_01434,SEG_0012
GRW_01435,SEG_0009
GRW_01436,SEG_0007
GRW_01437,SEG_0049
GRW_01438,SEG_0008
GRW_01439,SEG_0021
GRW_01440,SEG_0025
GRW_01441,SEG_0051
GRW_01442,SEG_0012
GRW_01443,SEG_0001
GRW_01444,SEG_0046
GRW_01445,SEG_0050
GRW_01446,SEG_0011
GRW_01447,SEG_0026
GRW_01448,SEG_0045
GRW_01449,SEG_0014
GRW_01450,SEG_0003
GRW_01451,SEG_0029
GRW_01452,SEG_0030
GRW_01453,SEG_0032
GRW_01454,SEG_0009
GRW_01455,SEG_0009
GRW_01456,SEG_0026
GRW_01457,SEG_0012
GRW_01458,SEG_0003
GRW_01459,SEG_0011
GRW_01460,SEG_0046
GRW_01461,SEG_0010
GRW_01462,SEG_0012
GRW_01463,SEG_0012
GRW_01464,SEG_0047
GRW_01465,SEG_0041
GRW_01466,SEG_0020
GRW_01467,SEG_0043
GRW_01468,SEG_0017
GRW_01469,SEG_0050
GRW_01470,SEG_0047
GRW_01471,SEG_0000
GRW_01472,SEG_0002
GRW_01473,SEG_0045
GRW_01474,SEG_0019
GRW_01475,SEG_0047
GRW_01476,SEG_0004
GRW_01477,SEG_0020
GRW_01478,SEG_0020
GRW_01479,SEG_0003
GRW_01480,SEG_0009
GRW_01481,SEG_0030
GRW_01482,SEG_0012
GRW_01483,SEG_0012
GRW_01484,SEG_0012
GRW_01485,SEG_0040
GRW_01486,SEG_0039
GRW_01487,SEG_0002
GRW_01488,SEG_0012
GRW_01489,SEG_0002
GRW_01490,SEG_0012
GRW_01491,SEG_0044
GRW_01492,SEG_0023
GRW_01493,SEG_0030
GRW_01494,SEG_0028
GRW_01495,SEG_0012
GRW_01496,SEG_0001
GRW_01497,SEG_0036
GRW_01498,SEG_0028
GRW_01499,SEG_0044
GRW_01500,SEG_0024
GRW_01501,SEG_0001
GRW_01502,SEG_0012
GRW_01503,SEG_0009
GRW_01504,SEG_0001
GRW_01505,SEG_0040
GRW_01506,SEG_0015
GRW_01507,SEG_0003
GRW_01508,SEG_0015
GRW_01509,SEG_0043
GRW_01510,SEG_0000
GRW_01511,SEG_0043
GRW_01512,SEG_0042
GRW_01513,SEG_0001
GRW_01514,SEG_0012
GRW_01515,SEG_0015
GRW_01516,SEG_0012
GRW_01517,SEG_0043
GRW_01518,SEG_0000
GRW_01519,SEG_0012
GRW_01520,SEG_0002
GRW_01521,SEG_0019
GRW_01522,SEG_0011
GRW_01523,SEG_0019
GRW_01524,SEG_0023
GRW_01525,SEG_0009
GRW_01526,SEG_0035
GRW_01527,SEG_0046
GRW_01528,SEG_0003
GRW_01529,SEG_0046
GRW_01530,SEG_0010
GRW_01531,SEG_0044
GRW_01532,SEG_0037
GRW_01533,SEG_0010
GRW_01534,SEG_0029
GRW_01535,SEG_0030
GRW_01536,SEG_0010
GRW_01537,SEG_0030
GRW_01538,SEG_0012
GRW_01539,SEG_0028
GRW_01540,SEG_0012
GRW_01541,SEG_0004
GRW_01542,SEG_0026
GRW_01543,SEG_0014
GRW_01544,SEG_0018
GRW_01545,SEG_0002
GRW_01546,SEG_0009
GRW_01547,SEG_0005
GRW_01548,SEG_0045
GRW_01549,SEG_0043
GRW_01550,SEG_0013
GRW_01551,SEG_0026
GRW_01552,SEG_0040
GRW_01553,SEG_0012
GRW_01554,SEG_0014
GRW_01555,SEG_0043
GRW_01556,SEG_0024
GRW_01557,SEG_0017
GRW_01558,SEG_0042
GRW_01559,SEG_0012
GRW_01560,SEG_0043
GRW_01561,SEG_0035
GRW_01562,SEG_0003
GRW_01563,SEG_0014
GRW_01564,SEG_0015
GRW_01565,SEG_0038
GRW_01566,SEG_0017
GRW_01567,SEG_0013
GRW_01568,SEG_0039
GRW_01569,SEG_0012
GRW_01570,SEG_0032
GRW_01571,SEG_0002
GRW_01572,SEG_0012
GRW_01573,SEG_0015
GRW_01574,SEG_0025
GRW_01575,SEG_0003
GRW_01576,SEG_0048
GRW_01577,SEG_0002
GRW_01578,SEG_0012
GRW_01579,SEG_0000
GRW_01580,SEG_0043
GRW_01581,SEG_0006
GRW_01582,SEG_0009
GRW_01583,SEG_0049
GRW_01584,SEG_0027
GRW_01585,SEG_0027
GRW_01586,SEG_0015
GRW_01587,SEG_0001
GRW_01588,SEG_0004
GRW_01589,SEG_0003
GRW_01590,SEG_0001
GRW_01591,SEG_0036
GRW_01592,SEG_0009
GRW_01593,SEG_0014
GRW_01594,SEG_0012
GRW_01595,SEG_0051
GRW_01596,SEG_0001
GRW_01597,SEG_0003
GRW_01598,SEG_0021
GRW_01599,SEG_0007
GRW_01600,SEG_0013
GRW_01601,SEG_0039
GRW_01602,SEG_0034
GRW_01603,SEG_0012
GRW_01604,SEG_0006
GRW_01605,SEG_0047
GRW_01606,SEG_0022
GRW_01607,SEG_0013
GRW_01608,SEG_0000
GRW_01609,SEG_0012
GRW_01610,SEG_0034
GRW_01611,SEG_0003
GRW_01612,SEG_0051
GRW_01613,SEG_0034
GRW_01614,SEG_0000
GRW_01615,SEG_0012
GRW_01616,SEG_0043
GRW_01617,SEG_0015
GRW_01618,SEG_0023
GRW_01619,SEG_0015
GRW_01620,SEG_0042
GRW_01621,SEG_0001
GRW_01622,SEG_0032
GRW_01623,SEG_0001
GRW_01624,SEG_0001
GRW_01625,SEG_0009
GRW_01626,SEG_0000
GRW_01627,SEG_0012
GRW_01628,SEG_0022
GRW_01629,SEG_0000
GRW_01630,SEG_0050
GRW_01631,SEG_0009
GRW_01632,SEG_0031
GRW_01633,SEG_0051
GRW_01634,SEG_0014
GRW_01635,SEG_0000
GRW_01636,SEG_0028
GRW_01637,SEG_0025
GRW_01638,SEG_0033
GRW_01639,SEG_0024
GRW_01640,SEG_0019
GRW_01641,SEG_0026
GRW_01642,SEG_0041
GRW_01643,SEG_0009
GRW_01644,SEG_0002
GRW_01645,SEG_0012
GRW_01646,SEG_0027
GRW_01647,SEG_0009
GRW_01648,SEG_0014
GRW_01649,SEG_0001
GRW_01650,SEG_0006
GRW_01651,SEG_0026
GRW_01652,SEG_0029
GRW_01653,SEG_0017
GRW_01654,SEG_0051
GRW_01655,SEG_0047
GRW_01656,SEG_0003
GRW_01657,SEG_0026
GRW_01658,SEG_0045
GRW_01659,SEG_0007
GRW_01660,SEG_0045
GRW_01661,SEG_0003
GRW_01662,SEG_0009
GRW_01663,SEG_0012
GRW_01664,SEG_0047
GRW_01665,SEG_0046
GRW_01666,SEG_0003
GRW_01667,SEG_0004
GRW_01668,SEG_0012
GRW_01669,SEG_0012
GRW_01670,SEG_0029
GRW_01671,SEG_0039
GRW_01672,SEG_0009
GRW_01673,SEG_0012
GRW_01674,SEG_0014
GRW_01675,SEG_0009
GRW_01676,SEG_0012
GRW_01677,SEG_0051
GRW_01678,SEG_0029
GRW_01679,SEG_0030
GRW_01680,SEG_0030
GRW_01681,SEG_0032
GRW_01682,SEG_0013
GRW_01683,SEG_0003
GRW_01684,SEG_0025
GRW_01685,SEG_0023
GRW_01686,SEG_0026
GRW_01687,SEG_0010
GRW_01688,SEG_0012
GRW_01689,SEG_0029
GRW_01690,SEG_0043
GRW_01691,SEG_0045
GRW_01692,SEG_0012
GRW_01693,SEG_0002
GRW_01694,SEG_0036
GRW_01695,SEG_0007
GRW_01696,SEG_0015
GRW_01697,SEG_0012
GRW_01698,SEG_0015
GRW_01699,SEG_0041
GRW_01700,SEG_0035
GRW_01701,SEG_0031
GRW_01702,SEG_0045
GRW_01703,SEG_0047
GRW_01704,SEG_0025
GRW_01705,SEG_0014
GRW_01706,SEG_0004
GRW_01707,SEG_0002
GRW_01708,SEG_0002
GRW_01709,SEG_0045
GRW_01710,SEG_0001
GRW_01711,SEG_0012
GRW_01712,SEG_0012
GRW_01713,SEG_0015
GRW_01714,SEG_0003
GRW_01715,SEG_0009
GRW_01716,SEG_0022
GRW_01717,SEG_0023
GRW_01718,SEG_0005
GRW_01719,SEG_0014
GRW_01720,SEG_0023
GRW_01721,SEG_0035
GRW_01722,SEG_0043
GRW_01723,SEG_0044
GRW_01724,SEG_0012
GRW_01725,SEG_0046
GRW_01726,SEG_0000
GRW_01727,SEG_0012
GRW_01728,SEG_0034
GRW_01729,SEG_0048
GRW_01730,SEG_0033
GRW_01731,SEG_0004
GRW_01732,SEG_0007
GRW_01733,SEG_0031
GRW_01734,SEG_0035
GRW_01735,SEG_0001
GRW_01736,SEG_0001
GRW_01737,SEG_0010
GRW_01738,SEG_0051
GRW_01739,SEG_0012
GRW_01740,SEG_0024
GRW_01741,SEG_0029
GRW_01742,SEG_0012
GRW_01743,SEG_0050
GRW_01744,SEG_0012
GRW_01745,SEG_0035
GRW_01746,SEG_0049
GRW_01747,SEG_0003
GRW_01748,SEG_0043
GRW_01749,SEG_0001
GRW_01750,SEG_0011
GRW_01751,SEG_0012
GRW_01752,SEG_0013
GRW_01753,SEG_0033
GRW_01754,SEG_0009
GRW_01755,SEG_0012
GRW_01756,SEG_0046
GRW_01757,SEG_0012
GRW_01758,SEG_0007
GRW_01759,SEG_0027
GRW_01760,SEG_0009
GRW_01761,SEG_0047
GRW_01762,SEG_0043
GRW_01763,SEG_0025
GRW_01764,SEG_0015
GRW_01765,SEG_0034
GRW_01766,SEG_0033
GRW_01767,SEG_0004
GRW_01768,SEG_0007
GRW_01769,SEG_0009
GRW_01770,SEG_0009
GRW_01771,SEG_0012
GRW_01772,SEG_0009
GRW_01773,SEG_0024
GRW_01774,SEG_0012
GRW_01775,SEG_0021
GRW_01776,SEG_0047
GRW_01777,SEG_0006
GRW_01778,SEG_0019
GRW_01779,SEG_0037
GRW_01780,SEG_0020
GRW_01781,SEG_0010
GRW_01782,SEG_0030
GRW_01783,SEG_0044
GRW_01784,SEG_0034
GRW_01785,SEG_0028
GRW_01786,SEG_0047
GRW_01787,SEG_0027
GRW_01788,SEG_0012
GRW_01789,SEG_0039
GRW_01790,SEG_0020
GRW_01791,SEG_0015
GRW_01792,SEG_0016
GRW_01793,SEG_0004
GRW_01794,SEG_0010
GRW_01795,SEG_0032
GRW_01796,SEG_0003
GRW_01797,SEG_0012
GRW_01798,SEG_0043
GRW_01799,SEG_0026
GRW_01800,SEG_0009
GRW_01801,SEG_0000
GRW_01802,SEG_0000
GRW_01803,SEG_0012
GRW_01804,SEG_0012
GRW_01805,SEG_0004
GRW_01806,SEG_0009
GRW_01807,SEG_0040
GRW_01808,SEG_0015
GRW_01809,SEG_0017
GRW_01810,SEG_0003
GRW_01811,SEG_0002
GRW_01812,SEG_0050
GRW_01813,SEG_0038
GRW_01814,SEG_0008
GRW_01815,SEG_0000
GRW_01816,SEG_0047
GRW_01817,SEG_0047
GRW_01818,SEG_0011
GRW_01819,SEG_0012
GRW_01820,SEG_0045
GRW_01821,SEG_0009
GRW_01822,SEG_0029
GRW_01823,SEG_0002
GRW_01824,SEG_0028
GRW_01825,SEG_0051
GRW_01826,SEG_0044
GRW_01827,SEG_0016
GRW_01828,SEG_0010
GRW_01829,SEG_0047
GRW_01830,SEG_0012
GRW_01831,SEG_0012
GRW_01832,SEG_0049
GRW_01833,SEG_0003
GRW_01834,SEG_0044
GRW_01835,SEG_0026
GRW_01836,SEG_0040
GRW_01837,SEG_0012
GRW_01838,SEG_0046
GRW_01839,SEG_0000
GRW_01840,SEG_0028
GRW_01841,SEG_0002
GRW_01842,SEG_0012
GRW_01843,SEG_0028
GRW_01844,SEG_0034
GRW_01845,SEG_0017
GRW_01846,SEG_0048
GRW_01847,SEG_0047
GRW_01848,SEG_0012
GRW_01849,SEG_0048
GRW_01850,SEG_0012
GRW_01851,SEG_0048
GRW_01852,SEG_0019
GRW_01853,SEG_0005
GRW_01854,SEG_0050
GRW_01855,SEG_0014
GRW_01856,SEG_0039
GRW_01857,SEG_0015
GRW_01858,SEG_0010
GRW_01859,SEG_0029
GRW_01860,SEG_0012
GRW_01861,SEG_0026
GRW_01862,SEG_0046
GRW_01863,SEG_0050
GRW_01864,SEG_0049
GRW_01865,SEG_0012
GRW_01866,SEG_0013
GRW_01867,SEG_0028
GRW_01868,SEG_0012
GRW_01869,SEG_0007
GRW_01870,SEG_0012
GRW_01871,SEG_0027
GRW_01872,SEG_0009
GRW_01873,SEG_0026
GRW_01874,SEG_0012
GRW_01875,SEG_0025
GRW_01876,SEG_0000
GRW_01877,SEG_0009
GRW_01878,SEG_0001
GRW_01879,SEG_0012
GRW_01880,SEG_0001
GRW_01881,SEG_0012
GRW_01882,SEG_0012
GRW_01883,SEG_0043
GRW_01884,SEG_0015
GRW_01885,SEG_0047
GRW_01886,SEG_0009
GRW_01887,SEG_0011
GRW_01888,SEG_0047
GRW_01889,SEG_0001
GRW_01890,SEG_0003
GRW_01891,SEG_0010
GRW_01892,SEG_0000
GRW_01893,SEG_0009
GRW_01894,SEG_0002
GRW_01895,SEG_0028
GRW_01896,SEG_0038
GRW_01897,SEG_0003
GRW_01898,SEG_0009
GRW_01899,SEG_0045
GRW_01900,SEG_0009
GRW_01901,SEG_0049
GRW_01902,SEG_0043
GRW_01903,SEG_0012
GRW_01904,SEG_0012
GRW_01905,SEG_0028
GRW_01906,SEG_0024
GRW_01907,SEG_0030
GRW_01908,SEG_0030
GRW_01909,SEG_0039
GRW_01910,SEG_0044
GRW_01911,SEG_0001
GRW_01912,SEG_0012
GRW_01913,SEG_0038
GRW_01914,SEG_0012
GRW_01915,SEG_0051
GRW_01916,SEG_0007
GRW_01917,SEG_0035
GRW_01918,SEG_0007
GRW_01919,SEG_0017
GRW_01920,SEG_0009
GRW_01921,SEG_0043
GRW_01922,SEG_0043
GRW_01923,SEG_0009
GRW_01924,SEG_0030
GRW_01925,SEG_0015
GRW_01926,SEG_0001
GRW_01927,SEG_0051
GRW_01928,SEG_0044
GRW_01929,SEG_0012
GRW_01930,SEG_0030
GRW_01931,SEG_0045
GRW_01932,SEG_0049
GRW_01933,SEG_0004
GRW_01934,SEG_0003
GRW_01935,SEG_0034
GRW_01936,SEG_0012
GRW_01937,SEG_0012
GRW_01938,SEG_0001
GRW_01939,SEG_0028
GRW_01940,SEG_0051
GRW_01941,SEG_0002
GRW_01942,SEG_0048
GRW_01943,SEG_0009
GRW_01944,SEG_0036
GRW_01945,SEG_0010
GRW_01946,SEG_0027
GRW_01947,SEG_0012
GRW_01948,SEG_0026
GRW_01949,SEG_0022
GRW_01950,SEG_0002
GRW_01951,SEG_0029
GRW_01952,SEG_0017
GRW_01953,SEG_0007
GRW_01954,SEG_0000
GRW_01955,SEG_0012
GRW_01956,SEG_0000
GRW_01957,SEG_0038
GRW_01958,SEG_0009
GRW_01959,SEG_0022
GRW_01960,SEG_0031
GRW_01961,SEG_0049
GRW_01962,SEG_0037
GRW_01963,SEG_0000
GRW_01964,SEG_0001
GRW_01965,SEG_0000
GRW_01966,SEG_0003
GRW_01967,SEG_0012
GRW_01968,SEG_0010
GRW_01969,SEG_0009
GRW_01970,SEG_0003
GRW_01971,SEG_0048
GRW_01972,SEG_0003
GRW_01973,SEG_0014
GRW_01974,SEG_0048
GRW_01975,SEG_0030
GRW_01976,SEG_0012
GRW_01977,SEG_0009
GRW_01978,SEG_0037
GRW_01979,SEG_0012
GRW_01980,SEG_0009
GRW_01981,SEG_0016
GRW_01982,SEG_0014
GRW_01983,SEG_0031
GRW_01984,SEG_0000
GRW_01985,SEG_0026
GRW_01986,SEG_0000
GRW_01987,SEG_0011
GRW_01988,SEG_0010
GRW_01989,SEG_0018
GRW_01990,SEG_0002
GRW_01991,SEG_0006
GRW_01992,SEG_0012
GRW_01993,SEG_0034
GRW_01994,SEG_0015
GRW_01995,SEG_0010
GRW_01996,SEG_0000
GRW_01997,SEG_0051
