tehsil,sku_name,month_year,qty,revenue,transaction_count
Amravati_T021,Vibrance Integral,2025-12,17,22039.66,2
Amravati_T021,Vibrance Integral,2026-01,6,9955.08,3
Amravati_T021,Vibrance Integral,2026-02,26,14764.009999999998,5
Amravati_T021,Vibrance Integral,2026-03,19,9327.84,3
Amravati_T022,Kavach 75 WP,2025-10,8,10237.18,3
Amravati_T022,Kavach 75 WP,2025-11,49,54465.600000000006,3
Amravati_T022,Kavach 75 WP,2025-12,20,40546.369999999995,5
Amravati_T022,Kavach 75 WP,2026-01,61,57941.25,4
Amravati_T022,Kavach 75 WP,2026-02,27,35140.08,4
Amravati_T022,Kavach 75 WP,2026-03,9,8038.29,4
Amravati_T022,Vertimec 1.8 EC,2025-10,19,25740.27,2
Amravati_T022,Vertimec 1.8 EC,2025-11,25,44369.14,5
Amravati_T022,Vertimec 1.8 EC,2025-12,23,32632.97,5
Amravati_T022,Vertimec 1.8 EC,2026-01,15,23311.07,3
Amravati_T022,Vertimec 1.8 EC,2026-02,47,61858.65,5
Amravati_T022,Vertimec 1.8 EC,2026-03,15,21793.129999999997,5
Amravati_T023,Axial 50 EC,2025-10,169,263128.98,4
Amravati_T023,Axial 50 EC,2025-11,17,13456.81,3
Amravati_T023,Axial 50 EC,2026-01,22,29387.809999999998,5
Amravati_T023,Axial 50 EC,2026-02,11,18170.52,5
Amravati_T023,Axial 50 EC,2026-03,28,34501.24,3
Amravati_T023,Vertimec 1.8 EC,2025-10,192,192760.24000000002,3
Amravati_T023,Vertimec 1.8 EC,2025-11,26,24383.72,5
Amravati_T023,Vertimec 1.8 EC,2025-12,16,27801.17,4
Amravati_T023,Vertimec 1.8 EC,2026-01,68,84975.06,6
Amravati_T023,Vertimec 1.8 EC,2026-02,9,14453.369999999999,3
Amravati_T023,Vertimec 1.8 EC,2026-03,2,1598.78,1
Amravati_T024,Axial 50 EC,2025-10,99,100243.25000000001,5
Amravati_T024,Axial 50 EC,2025-11,18,27427.999999999996,7
Amravati_T024,Axial 50 EC,2025-12,23,28164.82,8
Amravati_T024,Axial 50 EC,2026-01,25,36454.030000000006,5
Amravati_T024,Axial 50 EC,2026-02,20,18674.93,5
Amravati_T024,Axial 50 EC,2026-03,9,6875.34,3
Amravati_T024,Score 250 EC,2025-10,9,9412.52,2
Amravati_T024,Score 250 EC,2025-11,14,19534.82,2
Amravati_T024,Score 250 EC,2025-12,34,48647.100000000006,3
Amravati_T024,Score 250 EC,2026-01,8,8566.76,2
Amravati_T024,Score 250 EC,2026-02,55,64788.77,3
Amravati_T024,Score 250 EC,2026-03,7,7889.49,1
Amravati_T024,Topik 15 WP,2025-10,81,101811.06,3
Amravati_T024,Topik 15 WP,2025-11,11,12448.47,3
Amravati_T024,Topik 15 WP,2025-12,3,6167.16,1
Amravati_T024,Topik 15 WP,2026-02,126,206527.32,2
Amravati_T024,Topik 15 WP,2026-03,2,1850.0,1
Amravati_T024,Vertimec 1.8 EC,2025-10,1,1984.43,1
Amravati_T024,Vertimec 1.8 EC,2025-11,111,187481.77,4
Amravati_T024,Vertimec 1.8 EC,2025-12,15,15122.58,4
Amravati_T024,Vertimec 1.8 EC,2026-01,13,15636.34,2
Amravati_T024,Vertimec 1.8 EC,2026-02,30,43556.6,2
Amravati_T024,Vertimec 1.8 EC,2026-03,99,143947.95,5
Amravati_T025,Actara 25 WG,2025-10,35,49264.24,10
Amravati_T025,Actara 25 WG,2025-11,5,3278.93,2
Amravati_T025,Actara 25 WG,2025-12,25,38185.270000000004,8
Amravati_T025,Actara 25 WG,2026-01,14,14361.5,6
Amravati_T025,Actara 25 WG,2026-02,16,17606.879999999997,2
Amravati_T025,Actara 25 WG,2026-03,141,142102.2,4
Amravati_T025,Cruiser 350 FS,2025-10,110,130628.13,4
Amravati_T025,Cruiser 350 FS,2025-11,83,116125.17,6
Amravati_T025,Cruiser 350 FS,2025-12,26,33198.7,2
Amravati_T025,Cruiser 350 FS,2026-01,6,7287.5,2
Amravati_T025,Cruiser 350 FS,2026-02,23,39720.939999999995,5
Amravati_T025,Cruiser 350 FS,2026-03,12,22706.670000000002,5
Amravati_T025,Kavach 75 WP,2025-10,8,10079.28,1
Amravati_T025,Kavach 75 WP,2025-11,91,176449.0,1
Amravati_T025,Kavach 75 WP,2025-12,17,25174.65,5
Amravati_T025,Kavach 75 WP,2026-01,29,56982.53,3
Amravati_T025,Kavach 75 WP,2026-02,4,4115.48,1
Amravati_T025,Kavach 75 WP,2026-03,21,28419.840000000004,2
Amravati_T025,Tilt 250 EC,2025-10,63,128959.04,2
Amravati_T025,Tilt 250 EC,2025-11,114,117645.6,3
Amravati_T025,Tilt 250 EC,2025-12,1,1529.94,1
Amravati_T025,Tilt 250 EC,2026-01,105,180186.75000000003,2
Amravati_T025,Tilt 250 EC,2026-02,15,15900.050000000003,7
Amravati_T025,Tilt 250 EC,2026-03,1,596.43,1
Amravati_T030,Cruiser 350 FS,2025-10,38,43374.65,6
Amravati_T030,Cruiser 350 FS,2025-11,105,163471.91,3
Amravati_T030,Cruiser 350 FS,2025-12,60,91085.78,3
Amravati_T030,Cruiser 350 FS,2026-01,22,20041.05,3
Amravati_T030,Cruiser 350 FS,2026-02,18,20880.249999999996,7
Amravati_T030,Cruiser 350 FS,2026-03,14,18682.42,2
Amravati_T030,Kavach 75 WP,2025-11,148,119247.73999999999,4
Amravati_T030,Kavach 75 WP,2025-12,31,41128.759999999995,6
Amravati_T030,Kavach 75 WP,2026-01,5,3779.8,2
Amravati_T030,Kavach 75 WP,2026-02,1,441.62,1
Amravati_T030,Kavach 75 WP,2026-03,8,12956.0,1
Amravati_T030,Tilt 250 EC,2025-10,10,11391.900000000001,1
Amravati_T030,Tilt 250 EC,2025-11,106,133548.59000000003,4
Amravati_T030,Tilt 250 EC,2025-12,61,48675.37,3
Amravati_T030,Tilt 250 EC,2026-01,32,56405.34,4
Amravati_T030,Tilt 250 EC,2026-02,2,1701.48,1
Amravati_T030,Tilt 250 EC,2026-03,104,78385.91999999998,3
Amravati_T030,Vertimec 1.8 EC,2025-10,63,80678.17,6
Amravati_T030,Vertimec 1.8 EC,2025-11,26,22213.020000000004,7
Amravati_T030,Vertimec 1.8 EC,2025-12,29,35049.399999999994,8
Amravati_T030,Vertimec 1.8 EC,2026-01,184,248091.6,11
Amravati_T030,Vertimec 1.8 EC,2026-02,13,13813.810000000001,3
Amravati_T030,Vertimec 1.8 EC,2026-03,35,55081.740000000005,9
Amravati_T032,Amistar 250 SC,2025-10,4,4979.84,2
Amravati_T032,Amistar 250 SC,2025-12,62,60608.369999999995,9
Amravati_T032,Amistar 250 SC,2026-01,28,32951.15,7
Amravati_T032,Amistar 250 SC,2026-02,1,484.64,1
Amravati_T032,Amistar 250 SC,2026-03,5,7383.27,2
Amravati_T032,Cruiser 350 FS,2025-10,104,157240.35,3
Amravati_T032,Cruiser 350 FS,2025-11,18,29218.68,1
Amravati_T032,Cruiser 350 FS,2025-12,15,23006.9,2
Amravati_T032,Cruiser 350 FS,2026-01,50,68845.32,3
Amravati_T032,Cruiser 350 FS,2026-02,5,5909.54,2
Amravati_T032,Cruiser 350 FS,2026-03,5,8890.17,2
Amravati_T032,Movondo,2025-10,61,79585.59999999999,5
Amravati_T032,Movondo,2025-11,9,15835.23,2
Amravati_T032,Movondo,2025-12,32,43444.0,8
Amravati_T032,Movondo,2026-01,49,63043.520000000004,12
Amravati_T032,Movondo,2026-02,33,45056.70999999999,6
Amravati_T032,Movondo,2026-03,31,44158.42,6
Amravati_T032,Topik 15 WP,2025-10,15,12656.82,2
Amravati_T032,Topik 15 WP,2025-11,10,6710.36,2
Amravati_T032,Topik 15 WP,2025-12,16,12138.46,2
Amravati_T032,Topik 15 WP,2026-01,13,11396.570000000002,6
Amravati_T032,Topik 15 WP,2026-02,24,20788.61,4
Amravati_T032,Topik 15 WP,2026-03,51,90964.89,11
Amravati_T032,Vertimec 1.8 EC,2025-10,20,32072.29,4
Amravati_T032,Vertimec 1.8 EC,2025-11,37,39223.439999999995,3
Amravati_T032,Vertimec 1.8 EC,2025-12,72,78271.29000000001,5
Amravati_T032,Vertimec 1.8 EC,2026-01,3,3836.21,2
Amravati_T032,Vertimec 1.8 EC,2026-02,11,14834.59,3
Amravati_T032,Vertimec 1.8 EC,2026-03,20,13086.24,2
Amravati_T032,Vibrance Integral,2025-10,50,80349.73999999999,3
Amravati_T032,Vibrance Integral,2025-11,57,57208.22,3
Amravati_T032,Vibrance Integral,2025-12,16,17050.71,7
Amravati_T032,Vibrance Integral,2026-01,22,33672.049999999996,4
Amravati_T032,Vibrance Integral,2026-02,28,34255.92,6
Amravati_T032,Vibrance Integral,2026-03,14,16060.120000000003,3
Amravati_T034,Alto 5 SC,2025-10,18,28056.829999999998,6
Amravati_T034,Alto 5 SC,2025-11,18,32665.02,6
Amravati_T034,Alto 5 SC,2025-12,3,3276.41,2
Amravati_T034,Alto 5 SC,2026-01,15,26400.8,2
Amravati_T034,Alto 5 SC,2026-02,16,19770.59,8
Amravati_T034,Alto 5 SC,2026-03,23,26701.51,5
Amravati_T034,Cruiser 350 FS,2025-10,28,42278.31999999999,2
Amravati_T034,Cruiser 350 FS,2025-11,32,58838.09999999999,4
Amravati_T034,Cruiser 350 FS,2025-12,24,25801.68,3
Amravati_T034,Cruiser 350 FS,2026-01,16,18363.17,9
Amravati_T034,Cruiser 350 FS,2026-02,23,26163.42,2
Amravati_T034,Topik 15 WP,2025-10,1,958.94,1
Amravati_T034,Topik 15 WP,2025-11,5,6803.2,2
Amravati_T034,Topik 15 WP,2025-12,149,238987.31,4
Amravati_T034,Topik 15 WP,2026-02,21,28437.96,6
Amravati_T034,Topik 15 WP,2026-03,85,135246.96000000002,6
Amravati_T035,Cruiser 350 FS,2025-10,12,9456.92,2
Amravati_T035,Cruiser 350 FS,2025-11,10,13798.18,3
Amravati_T035,Cruiser 350 FS,2025-12,15,17189.829999999998,5
Amravati_T035,Cruiser 350 FS,2026-01,120,140354.22,8
Amravati_T035,Cruiser 350 FS,2026-02,14,23471.33,3
Amravati_T035,Cruiser 350 FS,2026-03,52,67109.62,10
Amravati_T035,Kavach 75 WP,2025-11,3,5240.3099999999995,1
Amravati_T035,Kavach 75 WP,2025-12,102,115301.19,10
Amravati_T035,Kavach 75 WP,2026-01,109,87195.59000000001,7
Amravati_T035,Kavach 75 WP,2026-02,41,36704.26,3
Amravati_T035,Kavach 75 WP,2026-03,2,2742.38,1
Amravati_T035,Movondo,2025-12,17,22351.06,2
Amravati_T035,Movondo,2026-01,59,97623.12999999999,6
Amravati_T035,Movondo,2026-02,11,12114.699999999999,6
Amravati_T035,Movondo,2026-03,7,10157.400000000001,2
Amravati_T035,Topik 15 WP,2025-10,1,1496.61,1
Amravati_T035,Topik 15 WP,2025-11,34,38630.46,6
Amravati_T035,Topik 15 WP,2025-12,8,10313.580000000002,3
Amravati_T035,Topik 15 WP,2026-01,8,6542.360000000001,2
Amravati_T035,Topik 15 WP,2026-02,85,86094.85,2
Amravati_T035,Topik 15 WP,2026-03,17,19371.7,4
Amravati_T036,Alto 5 SC,2025-10,23,24198.059999999998,5
Amravati_T036,Alto 5 SC,2025-11,136,235930.49,7
Amravati_T036,Alto 5 SC,2025-12,149,176282.72999999998,11
Amravati_T036,Alto 5 SC,2026-01,21,29997.079999999998,6
Amravati_T036,Alto 5 SC,2026-02,28,30951.82,7
Amravati_T036,Alto 5 SC,2026-03,13,24899.239999999998,4
Amravati_T036,Cruiser 350 FS,2025-10,34,33462.24,8
Amravati_T036,Cruiser 350 FS,2025-11,60,81944.39000000001,5
Amravati_T036,Cruiser 350 FS,2025-12,159,215578.65,6
Amravati_T036,Cruiser 350 FS,2026-01,37,36088.21,10
Amravati_T036,Cruiser 350 FS,2026-02,142,255752.15,5
Amravati_T036,Cruiser 350 FS,2026-03,24,43410.590000000004,6
Amravati_T036,Tilt 250 EC,2025-10,1,884.57,1
Amravati_T036,Tilt 250 EC,2025-11,31,30472.32,4
Amravati_T036,Tilt 250 EC,2025-12,42,80720.65,4
Amravati_T036,Tilt 250 EC,2026-01,9,10040.89,4
Amravati_T036,Tilt 250 EC,2026-02,20,28655.950000000004,5
Amravati_T036,Tilt 250 EC,2026-03,23,24999.32,3
Amravati_T036,Topik 15 WP,2025-10,34,35167.009999999995,5
Amravati_T036,Topik 15 WP,2025-11,41,37679.25,5
Amravati_T036,Topik 15 WP,2025-12,31,27718.620000000003,4
Amravati_T036,Topik 15 WP,2026-01,35,28629.71,5
Amravati_T036,Topik 15 WP,2026-02,58,116103.98,3
Amravati_T036,Topik 15 WP,2026-03,11,23449.6,2
Amravati_T036,Vertimec 1.8 EC,2025-10,12,19375.64,4
Amravati_T036,Vertimec 1.8 EC,2025-11,32,44303.76,2
Amravati_T036,Vertimec 1.8 EC,2025-12,4,7205.36,1
Amravati_T036,Vertimec 1.8 EC,2026-01,23,25072.769999999997,7
Amravati_T036,Vertimec 1.8 EC,2026-02,29,33516.71,4
Amravati_T036,Vertimec 1.8 EC,2026-03,7,5776.34,3
Amravati_T037,Axial 50 EC,2025-11,1,1592.17,1
Amravati_T037,Axial 50 EC,2025-12,32,51752.31000000001,7
Amravati_T037,Axial 50 EC,2026-01,2,3143.46,2
Amravati_T037,Axial 50 EC,2026-02,24,45170.93,4
Amravati_T037,Axial 50 EC,2026-03,228,467640.6099999999,4
Amravati_T037,Cruiser 350 FS,2025-10,18,11782.07,4
Amravati_T037,Cruiser 350 FS,2025-11,21,36082.67,4
Amravati_T037,Cruiser 350 FS,2025-12,107,126664.63,8
Amravati_T037,Cruiser 350 FS,2026-01,30,50453.32,6
Amravati_T037,Cruiser 350 FS,2026-02,8,15239.49,2
Amravati_T039,Actara 25 WG,2025-10,16,18040.34,3
Amravati_T039,Actara 25 WG,2025-11,9,9757.7,5
Amravati_T039,Actara 25 WG,2025-12,2,1450.11,2
Amravati_T039,Actara 25 WG,2026-01,236,495808.92000000004,4
Amravati_T039,Actara 25 WG,2026-02,13,18871.28,4
Amravati_T039,Actara 25 WG,2026-03,27,31669.66,2
Amravati_T039,Axial 50 EC,2025-10,8,5656.09,2
Amravati_T039,Axial 50 EC,2025-11,88,116856.38,6
Amravati_T039,Axial 50 EC,2026-01,11,19018.18,2
Amravati_T039,Axial 50 EC,2026-02,7,10698.17,1
Amravati_T039,Axial 50 EC,2026-03,6,9415.96,4
Amravati_T039,Vibrance Integral,2025-10,61,79333.87,5
Amravati_T039,Vibrance Integral,2025-11,4,3682.08,1
Amravati_T039,Vibrance Integral,2025-12,68,100914.75999999998,2
Amravati_T039,Vibrance Integral,2026-01,34,33360.28,4
Amravati_T039,Vibrance Integral,2026-03,50,63557.92,4
Amravati_T040,Amistar 250 SC,2025-10,16,16543.11,5
Amravati_T040,Amistar 250 SC,2025-11,29,41549.130000000005,7
Amravati_T040,Amistar 250 SC,2025-12,66,44511.520000000004,3
Amravati_T040,Amistar 250 SC,2026-01,9,11408.33,2
Amravati_T040,Amistar 250 SC,2026-02,8,7730.900000000001,4
Amravati_T040,Amistar 250 SC,2026-03,106,69579.98999999999,2
Amravati_T040,Axial 50 EC,2025-10,28,29975.399999999998,7
Amravati_T040,Axial 50 EC,2025-11,13,18212.019999999997,5
Amravati_T040,Axial 50 EC,2025-12,12,9323.71,6
Amravati_T040,Axial 50 EC,2026-01,54,34514.54,7
Amravati_T040,Axial 50 EC,2026-02,63,38900.63,4
Amravati_T040,Axial 50 EC,2026-03,73,100311.17000000001,2
Amravati_T040,Cruiser 350 FS,2025-10,7,5143.81,1
Amravati_T040,Cruiser 350 FS,2025-11,11,18486.420000000002,3
Amravati_T040,Cruiser 350 FS,2025-12,16,16595.96,5
Amravati_T040,Cruiser 350 FS,2026-01,78,136048.38,1
Amravati_T040,Cruiser 350 FS,2026-02,14,24350.46,2
Amravati_T040,Cruiser 350 FS,2026-03,40,55905.07,4
Amravati_T043,Actara 25 WG,2025-10,8,15068.0,3
Amravati_T043,Actara 25 WG,2025-11,13,15815.830000000002,7
Amravati_T043,Actara 25 WG,2026-01,14,28709.519999999997,1
Amravati_T043,Actara 25 WG,2026-02,40,74632.99,5
Amravati_T043,Actara 25 WG,2026-03,12,15978.420000000002,5
Amravati_T043,Amistar 250 SC,2025-10,17,28970.89,1
Amravati_T043,Amistar 250 SC,2025-11,22,31156.350000000002,4
Amravati_T043,Amistar 250 SC,2025-12,155,134347.4,3
Amravati_T043,Amistar 250 SC,2026-01,7,8491.95,3
Amravati_T043,Amistar 250 SC,2026-02,64,91353.00000000001,4
Amravati_T043,Amistar 250 SC,2026-03,2,897.1,1
Amravati_T043,Kavach 75 WP,2025-10,16,34052.32,1
Amravati_T043,Kavach 75 WP,2025-11,14,18926.73,4
Amravati_T043,Kavach 75 WP,2025-12,26,33098.63,6
Amravati_T043,Kavach 75 WP,2026-01,71,126545.37,2
Amravati_T043,Kavach 75 WP,2026-02,19,27742.13,6
Amravati_T043,Kavach 75 WP,2026-03,4,2971.1,2
Amravati_T043,Topik 15 WP,2025-10,11,10220.68,2
Amravati_T043,Topik 15 WP,2025-11,18,14988.710000000003,3
Amravati_T043,Topik 15 WP,2025-12,10,15154.429999999998,5
Amravati_T043,Topik 15 WP,2026-01,43,44524.81,3
Amravati_T043,Topik 15 WP,2026-02,7,12917.24,1
Amravati_T043,Topik 15 WP,2026-03,7,8536.21,3
Amravati_T044,Actara 25 WG,2025-10,91,149815.05,5
Amravati_T044,Actara 25 WG,2025-11,2,1534.9,1
Amravati_T044,Actara 25 WG,2025-12,22,39686.399999999994,2
Amravati_T044,Actara 25 WG,2026-01,16,31842.77,3
Amravati_T044,Actara 25 WG,2026-02,11,13581.589999999998,4
Amravati_T044,Actara 25 WG,2026-03,30,33654.48,4
Amravati_T044,Kavach 75 WP,2025-10,125,64598.74999999999,1
Amravati_T044,Kavach 75 WP,2025-11,38,30116.530000000002,4
Amravati_T044,Kavach 75 WP,2025-12,19,29113.6,3
Amravati_T044,Kavach 75 WP,2026-01,20,32328.329999999998,6
Amravati_T044,Kavach 75 WP,2026-02,22,33780.72,2
Amravati_T044,Kavach 75 WP,2026-03,28,45073.799999999996,3
Amravati_T044,Tilt 250 EC,2025-10,23,31690.54,5
Amravati_T044,Tilt 250 EC,2025-11,33,31658.35,4
Amravati_T044,Tilt 250 EC,2025-12,152,133608.03,7
Amravati_T044,Tilt 250 EC,2026-01,29,43002.82,5
Amravati_T044,Tilt 250 EC,2026-02,32,35361.5,5
Amravati_T044,Tilt 250 EC,2026-03,45,69951.76000000001,6
Amravati_T044,Topik 15 WP,2025-10,36,54348.5,8
Amravati_T044,Topik 15 WP,2025-11,17,18753.59,4
Amravati_T044,Topik 15 WP,2025-12,88,72482.8,4
Amravati_T044,Topik 15 WP,2026-01,16,24324.82,3
Amravati_T044,Topik 15 WP,2026-02,14,17503.52,2
Amravati_T044,Topik 15 WP,2026-03,29,46850.91,7
Amravati_T044,Vertimec 1.8 EC,2025-10,76,72613.88,3
Amravati_T044,Vertimec 1.8 EC,2025-11,19,15758.919999999998,4
Amravati_T044,Vertimec 1.8 EC,2025-12,44,45676.399999999994,12
Amravati_T044,Vertimec 1.8 EC,2026-01,43,48999.32000000001,7
Amravati_T044,Vertimec 1.8 EC,2026-02,37,35652.46000000001,10
Amravati_T044,Vertimec 1.8 EC,2026-03,88,166287.66999999998,5
Amravati_T044,Vibrance Integral,2025-10,9,12749.46,4
Amravati_T044,Vibrance Integral,2025-11,14,23722.800000000003,2
Amravati_T044,Vibrance Integral,2025-12,36,40833.7,5
Amravati_T044,Vibrance Integral,2026-01,21,20388.249999999996,6
Amravati_T044,Vibrance Integral,2026-02,1,410.44,1
Amravati_T044,Vibrance Integral,2026-03,33,42083.2,6
Amravati_T046,Actara 25 WG,2025-10,10,21765.2,1
Amravati_T046,Actara 25 WG,2025-11,1,895.98,1
Amravati_T046,Actara 25 WG,2025-12,10,13152.96,5
Amravati_T046,Actara 25 WG,2026-01,27,24006.64,5
Amravati_T046,Actara 25 WG,2026-02,9,10441.68,2
Amravati_T046,Actara 25 WG,2026-03,77,86599.26999999999,4
Amravati_T046,Amistar 250 SC,2025-10,3,1506.03,1
Amravati_T046,Amistar 250 SC,2025-12,9,17630.18,3
Amravati_T046,Amistar 250 SC,2026-01,19,24637.85,7
Amravati_T046,Amistar 250 SC,2026-02,79,149642.64,5
Amravati_T046,Amistar 250 SC,2026-03,15,16705.260000000002,3
Amravati_T046,Movondo,2025-10,24,39707.06,3
Amravati_T046,Movondo,2025-11,9,9461.16,3
Amravati_T046,Movondo,2025-12,44,76512.09,3
Amravati_T046,Movondo,2026-01,44,30024.199999999997,4
Amravati_T046,Movondo,2026-02,11,14261.71,5
Amravati_T046,Movondo,2026-03,22,14766.400000000001,1
Amravati_T046,Score 250 EC,2025-10,19,24436.730000000003,4
Amravati_T046,Score 250 EC,2025-11,19,23403.66,3
Amravati_T046,Score 250 EC,2025-12,104,160269.19999999998,1
Amravati_T046,Score 250 EC,2026-01,5,6883.31,4
Amravati_T046,Score 250 EC,2026-02,4,7095.54,2
Amravati_T046,Score 250 EC,2026-03,22,12510.519999999999,1
Amravati_T047,Score 250 EC,2025-10,3,4634.5,3
Amravati_T047,Score 250 EC,2025-11,22,17067.989999999998,3
Amravati_T047,Score 250 EC,2025-12,121,76324.03,4
Amravati_T047,Score 250 EC,2026-01,7,6609.22,2
Amravati_T047,Score 250 EC,2026-02,7,5159.139999999999,1
Amravati_T047,Score 250 EC,2026-03,21,22820.079999999998,5
Amravati_T047,Vertimec 1.8 EC,2025-10,4,3039.28,1
Amravati_T047,Vertimec 1.8 EC,2025-11,101,149796.76,5
Amravati_T047,Vertimec 1.8 EC,2025-12,8,6682.0,1
Amravati_T047,Vertimec 1.8 EC,2026-01,16,14375.009999999998,2
Amravati_T047,Vertimec 1.8 EC,2026-02,20,31975.08,5
Amravati_T047,Vertimec 1.8 EC,2026-03,69,107220.54999999999,5
Amravati_T047,Vibrance Integral,2025-10,13,15932.98,3
Amravati_T047,Vibrance Integral,2025-11,76,91304.39000000001,9
Amravati_T047,Vibrance Integral,2025-12,9,17722.350000000002,1
Amravati_T047,Vibrance Integral,2026-02,30,37513.0,4
Amravati_T047,Vibrance Integral,2026-03,87,114795.56000000001,4
Amravati_T048,Axial 50 EC,2025-10,17,26660.33,4
Amravati_T048,Axial 50 EC,2025-11,15,17290.2,2
Amravati_T048,Axial 50 EC,2025-12,26,21646.57,5
Amravati_T048,Axial 50 EC,2026-01,21,40096.68,2
Amravati_T048,Axial 50 EC,2026-02,18,22324.910000000003,5
Amravati_T048,Axial 50 EC,2026-03,15,25756.37,2
Amravati_T048,Topik 15 WP,2025-10,29,43300.939999999995,6
Amravati_T048,Topik 15 WP,2025-11,158,286697.32,1
Amravati_T048,Topik 15 WP,2025-12,7,6310.96,2
Amravati_T048,Topik 15 WP,2026-01,5,8876.630000000001,2
Amravati_T048,Topik 15 WP,2026-02,11,16323.91,3
Amravati_T048,Topik 15 WP,2026-03,19,14220.449999999997,4
Amravati_T050,Alto 5 SC,2025-10,24,34102.19,5
Amravati_T050,Alto 5 SC,2025-12,9,11134.170000000002,1
Amravati_T050,Alto 5 SC,2026-01,133,195787.97,1
Amravati_T050,Alto 5 SC,2026-02,50,69008.48999999999,4
Amravati_T050,Alto 5 SC,2026-03,2,825.28,1
Amravati_T050,Vibrance Integral,2025-10,52,60005.19,4
Amravati_T050,Vibrance Integral,2025-11,10,14082.81,4
Amravati_T050,Vibrance Integral,2025-12,5,2667.45,2
Amravati_T050,Vibrance Integral,2026-01,10,13247.0,4
Amravati_T050,Vibrance Integral,2026-02,18,32365.62,1
Amravati_T050,Vibrance Integral,2026-03,21,31813.59,9
Amravati_T052,Axial 50 EC,2025-10,84,39404.4,1
Amravati_T052,Axial 50 EC,2025-11,15,18083.73,6
Amravati_T052,Axial 50 EC,2025-12,29,44082.92,4
Amravati_T052,Axial 50 EC,2026-01,6,4513.4,2
Amravati_T052,Axial 50 EC,2026-02,37,37244.09,3
Amravati_T052,Axial 50 EC,2026-03,15,21995.33,4
Amravati_T052,Cruiser 350 FS,2025-10,284,454159.12000000005,10
Amravati_T052,Cruiser 350 FS,2025-11,142,159090.47,7
Amravati_T052,Cruiser 350 FS,2025-12,20,20005.98,6
Amravati_T052,Cruiser 350 FS,2026-01,20,24035.35,6
Amravati_T052,Cruiser 350 FS,2026-02,64,93675.95999999999,10
Amravati_T052,Cruiser 350 FS,2026-03,34,34602.979999999996,3
Amravati_T052,Movondo,2025-10,13,18375.46,3
Amravati_T052,Movondo,2025-11,2,2141.22,1
Amravati_T052,Movondo,2025-12,2,2063.24,1
Amravati_T052,Movondo,2026-01,7,12771.31,2
Amravati_T052,Movondo,2026-02,7,13691.59,2
Amravati_T052,Movondo,2026-03,26,29316.37,5
Amravati_T052,Vertimec 1.8 EC,2025-10,11,16923.089999999997,2
Amravati_T052,Vertimec 1.8 EC,2025-11,11,13880.61,5
Amravati_T052,Vertimec 1.8 EC,2025-12,8,12024.349999999999,2
Amravati_T052,Vertimec 1.8 EC,2026-01,30,43396.28,3
Amravati_T052,Vertimec 1.8 EC,2026-02,32,21736.08,3
Amravati_T052,Vertimec 1.8 EC,2026-03,44,62462.22,4
Amravati_T052,Vibrance Integral,2025-10,16,25833.519999999997,4
Amravati_T052,Vibrance Integral,2025-11,7,6414.459999999999,2
Amravati_T052,Vibrance Integral,2025-12,5,2163.4,1
Amravati_T052,Vibrance Integral,2026-01,109,64321.85,4
Amravati_T052,Vibrance Integral,2026-02,25,31940.39,4
Amravati_T052,Vibrance Integral,2026-03,36,44108.28,2
Amravati_T053,Alto 5 SC,2025-10,8,16801.58,2
Amravati_T053,Alto 5 SC,2025-11,86,162810.13,5
Amravati_T053,Alto 5 SC,2026-01,88,176332.5,4
Amravati_T053,Alto 5 SC,2026-02,36,61863.36,2
Amravati_T053,Alto 5 SC,2026-03,7,7082.7,2
Amravati_T053,Score 250 EC,2025-10,36,63083.3,3
Amravati_T053,Score 250 EC,2025-11,6,4368.780000000001,2
Amravati_T053,Score 250 EC,2025-12,16,27102.090000000004,5
Amravati_T053,Score 250 EC,2026-01,54,63018.14,4
Amravati_T053,Score 250 EC,2026-02,7,10259.58,2
Amravati_T053,Score 250 EC,2026-03,5,3784.15,1
Amravati_T053,Vertimec 1.8 EC,2025-10,7,10078.6,1
Amravati_T053,Vertimec 1.8 EC,2025-11,22,20088.64,5
Amravati_T053,Vertimec 1.8 EC,2025-12,127,260559.08,2
Amravati_T053,Vertimec 1.8 EC,2026-01,13,19683.84,2
Amravati_T053,Vertimec 1.8 EC,2026-02,112,144385.79,2
Amravati_T053,Vertimec 1.8 EC,2026-03,2,2892.36,2
Amravati_T055,Actara 25 WG,2025-10,16,16393.579999999998,6
Amravati_T055,Actara 25 WG,2025-11,6,6210.910000000001,2
Amravati_T055,Actara 25 WG,2025-12,8,10395.970000000001,2
Amravati_T055,Actara 25 WG,2026-01,3,3349.07,3
Amravati_T055,Actara 25 WG,2026-02,14,22213.620000000003,5
Amravati_T055,Actara 25 WG,2026-03,27,36740.399999999994,4
Amravati_T055,Alto 5 SC,2025-10,51,83212.95000000001,3
Amravati_T055,Alto 5 SC,2025-11,17,25533.21,2
Amravati_T055,Alto 5 SC,2025-12,3,3866.8199999999997,2
Amravati_T055,Alto 5 SC,2026-01,5,4552.85,1
Amravati_T055,Alto 5 SC,2026-02,7,9930.16,5
Amravati_T055,Alto 5 SC,2026-03,9,6068.95,2
Amravati_T055,Topik 15 WP,2025-10,19,39913.49,1
Amravati_T055,Topik 15 WP,2025-11,3,4984.62,2
Amravati_T055,Topik 15 WP,2025-12,5,8667.44,3
Amravati_T055,Topik 15 WP,2026-01,20,16912.76,2
